freq,gain,phase
1000.0020265579224,-44.2736196812598,21.632769756870854
1054.4061660766602,-39.18887590476913,128.97562068815034
1111.7905378341675,-36.895755581412,-7.938097553888767
1172.2743511199951,-38.39344661646343,29.96981596275161
1236.066222190857,-41.13130104782768,30.38891709768377
1303.3151626586914,-50.02166330108234,20.733677645852055
1374.2446899414062,-38.507522319335145,55.75911702927214
1449.0187168121338,-38.13976823193476,-23.58728036308784
1527.8607606887817,-44.908431027413684,31.102218092036228
1610.9943389892578,-39.12952138577411,58.69307125398233
1698.6429691314697,-39.37615252443508,-18.065046745597797
1791.0748720169067,-39.00313511454069,-6.423842236985506
1888.5284662246704,-44.680248849287395,-27.93710886469536
1991.2868738174438,-42.26079625523164,-36.285399219671845
2099.63321685791,-44.74831510683623,-28.564516071066613
2213.88041973114,-40.943184156923934,34.112672462825294
2334.3414068222046,-37.354568998413,21.668306923691834
2461.358904838562,-48.9770553942483,49.96216246101826
2595.2905416488647,-43.12700350347459,68.58857777011194
2736.508846282959,-42.785427379780856,104.26561080227745
2885.4012489318848,-36.92218108132509,41.29954224347407
3042.3998832702637,-35.70330262280567,5.2797901744241305
3207.9368829727173,-33.12491638277829,24.21582394408085
3382.4890851974487,-47.160717997885044,15.885822176387585
3566.548228263855,-36.80790493379367,42.55733379088666
3760.606050491333,-37.070186611516746,23.353770060967385
3965.228796005249,-42.623904168987856,5.899265111931207
4180.982708930969,-35.785099879169636,-4.251458039398207
4408.478736877441,-36.47240991739142,52.90691478150926
4648.342728614807,-40.41595549427857,-12.069366960450527
4901.275038719177,-36.343030534031364,15.155329274411395
5167.961120605469,-33.782280892306005,-3.33951136172043
5449.160933494568,-39.06912801096431,-64.94677907062265
5745.6642389297485,-41.41398658383834,19.60826244991215
6058.290600776672,-34.78847996515365,1.0767658033625787
6387.93408870697,-38.35333956548317,-34.7972006809688
6735.518574714661,-38.11274343568434,-57.09439185127469
7102.012634277344,-33.90832816981141,-13.914085902149171
7488.444447517395,-31.96481331507566,-29.10410881116393
7895.901799201965,-37.98385488379733,-11.462750960143294
8325.532078742981,-32.53674845664834,-26.09983534004166
8778.542280197144,-29.557691996358567,-15.664076273934029
9256.19900226593,-36.20539748486416,-71.47995222639494
9759.843349456787,-41.19663281085907,27.12679896731996
10290.89093208313,-33.82537753858075,-52.273012674400846
10850.846767425537,-39.45657126514148,-118.36608544321587
11441.260576248169,-34.17706532214859,-50.947110436084316
12063.801288604736,-34.91316783504933,-3.982901034605367
12720.21234035492,-30.157970106501967,-101.11007199906054
13412.341475486755,-32.98592371329417,-36.6495234597295
14142.140746116638,-32.17065041949435,-84.1395914438871
14911.636710166931,-35.218344881519826,-79.93274663309755
15723.004937171936,-34.818908879074975,-84.23649011421462
16578.52530479431,-33.61848771981992,-35.3492836971415
17480.596899986267,-32.289150041178885,-98.81991325584912
18431.752920150757,-41.16033671918187,-12.417160231851929
19434.66067314148,-41.991571441157504,-106.06268370585968
20492.136478424072,-36.97342717917421,-143.18764530114464
21607.14566707611,-38.57828939251419,-40.211939360167115
22782.832384109497,-33.93415151184399,-102.49220792688676
24022.48978614807,-31.65029565993517,-104.40254859601065
25329.604744911194,-37.8902618195509,-164.5527881678344
26707.828044891357,-37.6053592181154,-123.4489114826818
28161.048889160156,-34.14004880157861,-89.92930157357101
29693.350195884705,-38.67207425600552,-43.84202163716818
31309.02349948883,-55.287526094559254,-35.724870817211155
33012.598752975464,-33.328358264551916,-95.89284316381571
34808.88903141022,-33.51740387324908,-126.36756545134381
36702.90112495422,-39.937857951702796,-36.08869676298607
38699.96964931488,-35.14957972555383,-90.78511865948167
40805.71234226227,-33.477292637250436,-152.91793543808475
43026.03006362915,-32.22550316796328,-109.83778708269524
45367.16639995575,-38.249066425214984,-118.25125107591542
47835.67786216736,-41.84249981987753,-117.17918551646858
50438.50839138031,-31.78033658542036,-162.54629249833874
53182.95955657959,-38.13098772838034,-153.49838391691787
56076.75015926361,-34.183532653520906,-161.08129077600486
59127.986431121826,-36.382931113909194,-164.9998466635503
62345.25144100189,-36.72914970852962,-164.39752697637638
65737.57529258728,-35.386787295475436,-174.63259059428228
69314.47982788086,-38.50236603078268,157.78982376197058
73086.02333068848,-43.21289253244834,-152.9919923451467
77062.77072429657,-35.69475045457132,-165.95426043840965
81255.89787960052,-37.255836638453765,-157.97676432998975
85677.19161510468,-38.003787806378355,163.01216055843287
90339.0496969223,-40.17430943146789,-158.75253425838991
95254.5702457428,-33.566190619086356,157.21164562515028
100437.55173683167,-36.07887509356533,156.2611137804555
105902.5377035141,-38.48509579067124,132.48510484061316
111664.90614414215,-33.87235690058472,-174.6480779292034
117740.80991744995,-40.28223222133142,130.32999602318836
124147.31085300446,-40.81554693977604,168.4587078092542
130902.39465236664,-40.15031314793503,125.26254170208638
138025.04539489746,-36.78451808258905,142.3495838567735
145535.24553775787,-33.9562507162833,129.02782045716208
153454.09512519836,-35.72816033106956,121.38904826675505
161803.82668972015,-34.85290338217148,132.5932623740491
170607.87975788116,-35.29678876758405,134.25932931774227
179890.99025726318,-35.15440397538817,121.3816293893459
189679.19051647186,-35.66444606377404,73.02744416613005
200000.00298023224,-34.90127878953976,105.29527686616812
